camp_title,camp_site,addr,latlong,location,style,tags,url
新北市萬里_三金焿子坪溫泉會館,"三金焿子坪溫泉會館 (長春谷溫泉會館)",新北市萬里區磺潭里坪頂3號,"N25.188083,E121.616861",北區,親子同樂,"吹風機 雨棚 櫻花 景觀",http://www.gzp.com.tw/
"新北市萬里_皇后鎮森林 (金山)","皇后鎮森林 (金山) (金山皇后鎮)",新北市萬里區大鵬里大鵬街111號,"N25.209852,E121.643152",北區,吃喝玩樂,"飲水機 吹風機 補給 景觀",http://www.queen-village.com/index.html
新北市萬里_萬金溫泉會館,萬金溫泉會館,新北市萬里區大鵬里萬里加投45-6號,"N25.210056,E121.641306",北區,觀賞美景,"步道 老街 景觀",https://www.facebook.com/wgspa/
新北市貢寮_吉林生態冒險中心,"吉林生態冒險中心 (吉林生態冒險學校) (吉林國小)",新北市貢寮區吉林里內寮街55號,"N24.985917,E121.887611",北區,觀賞美景,古道,https://www.facebook.com/Forest.GL/
新北市貢寮_福連國小,福連國小,新北市貢寮區福連街1號,"N25.016778,E121.988417",北區,親子同樂,"游泳池 泳池 海景",http://www.fulps.ntpc.edu.tw/default.asp
新北市貢寮_福隆山庄,福隆山庄,新北市貢寮區福隆里荖寮街15號,"N25.013581,E121.954311",北區,親子同樂,"泳池 玩具 蝦 古道",https://www.facebook.com/ws15super/
新北市貢寮_龍門露營渡假基地,龍門露營渡假基地,新北市貢寮區福隆里興隆街100號,"N25.018500,E121.938583",北區,親子同樂,"飲水機 游泳池 泳池 沙坑 步道 遊客 景觀 美景 古道 海景",http://www.lonmen.tw/
新北市金山_綠峰渡假山莊,綠峰渡假山莊,"新北市金山區重和里三重橋22號 (八煙聚落對面)","N25.188154,E121.588840",北區,親子同樂,"游泳池 泳池 步道 老街 銀河",http://www.greenpeak.go168.tw/
新北市金山_葵扇湖觀光農場,葵扇湖觀光農場,新北市金山區兩湖里2鄰葵扇湖17-2號,"N25.230889,E121.592417",北區,親子同樂,"小溪 老街 溪流",http://www.lakesunflower.com.tw/
新北市金山_金山青年活動中心,"金山青年活動中心 (新金山海水浴場)",新北市金山區青年路1號,"N25.224944,E121.643583",北區,吃喝玩樂,"玩具 風景區 老街 面海",http://chinshan.cyh.org.tw/
新北市雙溪_上林國小,上林國小,新北市雙溪區上林里內平林60號,"N25.029333,E121.831972",北區,親子同樂,螢火蟲,http://www.ulps.ntpc.edu.tw/default.asp
新北市雙溪_松溪園,松溪園,新北市雙溪區三貂里定福路13-5號,"N25.070744,E121.851096",北區,吃喝玩樂,"吹風機 沙坑 蝦",https://www.facebook.com/ShuangxiCamping/
新北市雙溪_綠茵谷民宿,綠茵谷民宿,新北市雙溪區新基北街72-2號,"N25.044472,E121.877056",北區,吃喝玩樂,"水池 低海拔 不高 補給 蝦 美景",http://luyingu.okgo.tw/
新北市雙溪_雙溪國小,雙溪國小,新北市雙溪區共和里東榮街54號,"N25.033389,E121.866778",北區,親子同樂,"溜滑梯 步道 昆蟲",http://www.sses.ntpc.edu.tw/
"新竹五峰_B612 夕淞度日","B612 夕淞度日",新竹縣五峰鄉竹林村羅山24-22號,"N24.613280,E121.134811",北區,觀賞美景,"吹風機 雨棚 櫻花 雲海 景觀 美景 大景 山景 海景",https://www.facebook.com/B612pascal/
新竹五峰_千鶴營地,千鶴營地,新竹縣五峰鄉竹林村1鄰羅山23-13號,"N24.617931,E121.140923",北區,觀賞美景,"雲海 景觀 大景",https://www.facebook.com/Chibacamp
新竹五峰_哈勇露營區,哈勇露營區,新竹縣五峰鄉竹林村,"N24.624889,E121.151889",北區,觀賞美景,"蝦 櫻花",http://hayou.pixnet.net/blog
新竹五峰_哈娜露營區,哈娜露營區,新竹縣五峰鄉竹林村5鄰和平163號,"N24.621815,E121.110754",北區,觀賞美景,"吹風機 櫻花 雲海 景觀 美景",https://www.facebook.com/hanayawei/
新竹五峰_四季露營區,四季露營區,"新竹縣五峰鄉桃山村18鄰305-1號 (白蘭部落)","N24.585750,E121.092861",北區,親子同樂,"吹風機 水池 沙坑 螢火蟲",https://www.facebook.com/wewincamp/
新竹五峰_大霸雅脈露營區,大霸雅脈露營區,新竹縣五峰鄉大隘村,"N24.623515,E121.097872",北區,吃喝玩樂,"吹風機 水池 不高 補給 大景 山景",https://www.facebook.com/dabayama2017
新竹五峰_天景露營區,天景露營區,新竹縣五峰鄉花園村10鄰天湖205號,"N24.656500,E121.183083",北區,觀賞美景,"溜滑梯 小溪 步道 蝦 雲海 景觀 美景 銀河",https://www.facebook.com/janyu681121
新竹五峰_好麻吉私房景點露營區,好麻吉私房景點露營區,"新竹縣五峰鄉花園村9鄰196-20號 (油羅山產業道路)","N24.649007,E121.168771",北區,觀賞美景,"吹風機 溜滑梯 水池 步道 螢火蟲 雲海 景觀 銀河",http://www.haumaji.com/
新竹五峰_小米露營區,小米露營區,"新竹縣五峰鄉 (喜翁部落)","N24.595967,E121.123791",北區,觀賞美景,"吹風機 溜滑梯 沙坑 雲海 高海拔 大景 山景",https://www.facebook.com/smd5856459/
新竹五峰_尤外農場山莊,尤外農場山莊,"新竹縣五峰鄉桃山村18鄰311號 (白蘭部落)","N24.575861,E121.084667",北區,觀賞美景,"步道 櫻花 雲海 景觀 美景",http://e035856063.blogspot.tw/
新竹五峰_尤巴士露營區,尤巴士露營區,"新竹縣五峰鄉桃山村 (白蘭部落)","N24.581395,E121.087353",北區,親子同樂,"吹風機 溜滑梯 高海拔",https://www.facebook.com/campyupas/
新竹五峰_尤瑪山莊,"尤瑪山莊 (來來山莊)",新竹縣五峰鄉大隘村23鄰471號,"N24.596111,E121.095000",北區,觀賞美景,"蝦 櫻花 雲海 山景",https://www.facebook.com/YouMaShanZhuang
新竹五峰_布魯的家露營區,布魯的家露營區,"新竹縣五峰鄉桃山村11鄰197-7號 (白蘭部落)","N24.572056,E121.091778",北區,觀賞美景,"步道 昆蟲 櫻花 雲海 景觀 美景 大景 銀河",https://www.facebook.com/peggy.chen68/
新竹五峰_得碇休閒山莊,得碇休閒山莊,"新竹縣五峰鄉桃山村18鄰白蘭311-20號 (白蘭部落)","N24.575889,E121.084056",北區,觀賞美景,"玩具 蝦 遊客 雲海 高海拔 美景",https://www.facebook.com/doting0625
新竹五峰_愛上喜翁民宿,愛上喜翁民宿,新竹縣五峰鄉竹林村4鄰忠興93號,"N24.590944,E121.128944",北區,觀賞美景,"景觀 山景",http://loveom108.pixnet.net/blog
新竹五峰_戀戀天湖,戀戀天湖,新竹縣五峰鄉花園村天湖219-15號,"N24.663539,E121.165977",北區,親子同樂,"飲水機 吹風機 水池 沙坑 螢火蟲 櫻花 雲海 高海拔",http://farmstay-15.business.site/
新竹五峰_戈巴侖露營區,"戈巴侖露營區 (台灣杉露營地)","新竹縣五峰鄉竹林村和平156號 (鬼澤山登山口附近)","N24.618131,E121.113645",北區,觀賞美景,"步道 不高 蝦 櫻花 景觀 美景",https://www.facebook.com/groups/qparung/
新竹五峰_拉哢露營區,拉哢露營區,"新竹縣五峰鄉桃山村白蘭311-42號 (白蘭部落)","N24.575183,E121.087707",北區,親子同樂,"雨棚 玩具 昆蟲 蝦 美景",https://www.facebook.com/Lalum31142/
新竹五峰_曈瞳樂露營區,曈瞳樂露營區,"新竹縣五峰鄉大隘村 (新竹雲霧步道附近)","N24.614068,E121.092692",北區,親子同樂,"雨棚 溜滑梯 水池 沙坑 不高 釣魚",https://www.facebook.com/amanda5685/
新竹五峰_杉嵐營地,杉嵐營地,新竹縣五峰鄉竹林村,"N24.620058,E121.142960",北區,親子同樂,"吹風機 雨棚 昆蟲 蝦 高海拔 景觀 山景",https://www.facebook.com/heidaihome/
新竹五峰_松木青露營區,松木青露營區,新竹縣五峰鄉大隘村14鄰266號,"N24.632361,E121.093722",北區,親子同樂,"吹風機 昆蟲",https://www.facebook.com/opasobay
新竹五峰_格步霧露營區,格步霧露營區,"新竹縣五峰鄉桃山村18鄰311-3號 (白蘭部落)","N24.570486,E121.080850",北區,觀賞美景,"雨棚 步道 補給 蝦 櫻花 高海拔",https://www.facebook.com/ngasal.Tumaw/
新竹五峰_桃喜悠境,桃喜悠境,"新竹縣五峰鄉桃山村13鄰清泉209-36號 (民都有部落)","N24.578834,E121.112384",北區,觀賞美景,"步道 櫻花 雲海 景觀 美景 銀河",https://www.facebook.com/TauShiCampground/
新竹五峰_桃山清泉露營區,桃山清泉露營區,新竹縣五峰鄉桃山村,"N24.570222,E121.107333",北區,親子同樂,"昆蟲 美景",https://www.facebook.com/familysweet999/
新竹五峰_梅后蔓露營區,梅后蔓露營區,新竹縣五峰鄉花園村,"N24.654500,E121.156400",北區,親子同樂,"吹風機 步道",https://www.facebook.com/mehuman.camp/
新竹五峰_楠桂坊露營區,楠桂坊露營區,新竹縣五峰鄉竹林村154-1號,"N24.619107,E121.117492",北區,親子同樂,"玩具 昆蟲",https://www.facebook.com/Road63/
新竹五峰_樂哈山營地,樂哈山營地,"新竹縣五峰鄉桃山村18鄰白蘭311-4號 (白蘭部落)","N24.574833,E121.079972",北區,觀賞美景,"吹風機 步道 玩具 昆蟲 蝦 櫻花 美景 山景",https://www.facebook.com/lohasancamp/
新竹五峰_櫻之林露營區,櫻之林露營區,新竹縣五峰鄉大隘村14鄰270-1號,"N24.632194,E121.092194",北區,觀賞美景,"雨棚 遊客 櫻花 山景",https://www.facebook.com/SAKURA5851621/
新竹五峰_浮雲杉林,浮雲杉林,"新竹縣五峰鄉桃山村18鄰298-3號 (白蘭部落)","N24.577278,E121.094556",北區,觀賞美景,"步道 櫻花 雲海 古道",http://0932119003.blogspot.tw/
新竹五峰_牧羊小豆子露營區,"牧羊小豆子露營區 (芭達絲 Patas 露營區)",新竹縣五峰鄉竹林村忠興93-6號,"N24.592803,E121.128062",北區,觀賞美景,"飲水機 步道 玩具 蝦 雲海 景觀 美景 大景 山景",https://www.facebook.com/patas2017/
新竹五峰_瓜麗休閒古老露營區,"瓜麗休閒古老露營區 (戀上瓜麗仙營)","新竹縣五峰鄉桃山村民石320-3號 (近霞喀羅古道西端入口)","N24.562889,E121.128389",北區,觀賞美景,"步道 蝦 美景 古道 銀河",https://www.facebook.com/anna55842
新竹五峰_瓦度的家,瓦度的家,"新竹縣五峰鄉桃山村18鄰299-5號 (白蘭部落)","N24.579983,E121.083522",北區,親子同樂,"步道 蝦",http://wadu.myweb.hinet.net/
新竹五峰_田秘的家露營區,田秘的家露營區,"新竹縣五峰鄉花園村2鄰47-5號 (下比來部落)","N24.652326,E121.130933",北區,親子同樂,"吹風機 水池 小溪 玩具 螢火蟲 低海拔 釣魚 蝦 溪流 景觀 大景 銀河",https://www.facebook.com/home403
新竹五峰_移動城堡露營區,移動城堡露營區,"新竹縣五峰鄉桃山村310-3號 (白蘭部落)","N24.583959,E121.089858",北區,觀賞美景,"吹風機 雨棚 水池 步道 雲海 高海拔 大景 古道 山景",http://www.breezecastle.tw/
新竹五峰_空軍一號民宿露營,空軍一號民宿露營,新竹縣五峰鄉花園村天湖219-17號,"N24.665700,E121.165200",北區,觀賞美景,"吹風機 步道 雲海 美景 山景",https://www.facebook.com/airforcenoone
新竹五峰_竹鷹露營區,竹鷹露營區,"新竹縣五峰鄉桃山村19鄰民石327-13號臨 (近霞喀羅古道西端入口)","N24.561112,E121.126704",北區,觀賞美景,"步道 櫻花 雲海 美景 大景 古道",https://www.facebook.com/kwaliruma/
新竹五峰_翡翠園露營區,"翡翠園露營區 (翡述景園)","新竹縣五峰鄉竹林村羅山24-16號 (梅山山頂)","N24.614167,E121.138417",北區,觀賞美景,"雨棚 螢火蟲 櫻花 雲海 景觀",https://www.facebook.com/stars8868/
新竹五峰_老牛露營區,"老牛露營區 (老牛農場)","新竹縣五峰鄉桃山村18鄰312-3號 (白蘭部落)","N24.582611,E121.082306",北區,觀賞美景,"吹風機 步道 櫻花 雲海",https://www.facebook.com/Tumas0129/
新竹五峰_艾嵐休閒露營區,"艾嵐休閒露營區 (隘蘭休閒露營區)",新竹縣五峰鄉大隘村14鄰大隘271-4號,"N24.630794,E121.090546",北區,親子同樂,昆蟲,https://www.facebook.com/AlainCamping0330/
新竹五峰_花園營地,花園營地,新竹縣五峰鄉花園村6鄰138號,"N24.644444,E121.156944",北區,親子同樂,"水池 小溪 昆蟲 蝦 溪流 美景 山景",https://www.facebook.com/gardencampsite
新竹五峰_英桃の天闊營地,"英桃の天闊營地 (天闊營地) (白雲深處農場)","新竹縣五峰鄉竹林村 (梅山山頂)","N24.613528,E121.137583",北區,觀賞美景,"櫻花 雲海 美景 大景 銀河 山景 海景",https://hostel.url.com.tw//home/findFree/786
新竹五峰_莫那的家,莫那的家,"新竹縣五峰鄉桃山村18鄰白蘭311-10號 (白蘭部落)","N24.578083,E121.083583",北區,觀賞美景,"雨棚 步道 櫻花 景觀 山景",https://www.facebook.com/mauna31110
新竹五峰_蘇珊藏美露營農場,蘇珊藏美露營農場,新竹縣五峰鄉桃山村17鄰清泉296-28號,"N24.568660,E121.108363",北區,親子同樂,"吹風機 雨棚 溜滑梯 泳池 水池 沙坑 櫻花",https://www.facebook.com/fun0905881189/
新竹五峰_谷亮緣露營區,"谷亮緣露營區 (谷亮露營區) (五谷植栽園區)",新竹縣五峰鄉竹林村1鄰1-1號,"N24.636361,E121.145389",北區,親子同樂,"昆蟲 蝦 溪流",https://www.facebook.com/GuLiangYuanLuYingQu/
新竹五峰_賓。狗窩露營區,賓。狗窩露營區,"新竹縣五峰鄉花園村9鄰天湖196-5號 (油羅山產業道路)","N24.652500,E121.168556",北區,親子同樂,"吹風機 水池 沙坑",https://www.facebook.com/bingohome12
新竹五峰_賽夏有機農場露營區,賽夏有機農場露營區,新竹縣五峰鄉竹林村竹林段418-1地號,"N24.612500,E121.134639",北區,觀賞美景,"櫻花 雲海 景觀 美景 大景 山景",https://www.facebook.com/ss0911629260/
新竹五峰_野足營地,野足營地,"新竹縣五峰鄉花園村9鄰天湖 (油羅山產業道路)","N24.650093,E121.168789",北區,觀賞美景,"吹風機 櫻花 雲海 景觀 美景",https://www.facebook.com/campingyai/
新竹五峰_野馬農園露營區,野馬農園露營區,"新竹縣五峰鄉桃山村民石362號 (宏輝休閒農場附近)","N24.532242,E121.124434",北區,觀賞美景,景觀,http://yemasinjhu.pixnet.net/blog
新竹五峰_阿貴營地,"阿貴營地 (鄔茂民宿)","新竹縣五峰鄉大隘村23鄰466號 (山上人家農場旁)","N24.604750,E121.089944",北區,觀賞美景,"步道 景觀 美景",http://kuei.okgo.tw/
新竹五峰_雅居勝櫻休閒營地,"雅居勝櫻休閒營地 (勝櫻農場)",新竹縣五峰鄉竹林村1鄰羅山4-9號,"N24.631194,E121.144278",北區,親子同樂,"螢火蟲 昆蟲",http://www.yajucamping.com/
新竹五峰_雲山民宿露營區,"雲山民宿露營區 (星空夜語露營區)",新竹縣五峰鄉桃山村20鄰民石371號,"N24.538842,E121.126344",北區,觀賞美景,"泳池 補給 山景",https://www.8898go.com/035856188/
新竹五峰_雲頂杉林景觀農場,"雲頂杉林景觀農場 (雲頂杉林休閒露營農場)","新竹縣五峰鄉花園村9鄰天湖196-6號 (油羅山產業道路)","N24.649444,E121.170878",北區,觀賞美景,"步道 螢火蟲 昆蟲 蝦 遊客 櫻花 桐花 雲海 美景 大景",http://jw16647130.pixnet.net/blog
新竹五峰_霞喀羅露營區,霞喀羅露營區,"新竹縣五峰鄉桃山村民石324-20號 (近霞喀羅古道西端入口)","N24.557274,E121.133686",北區,觀賞美景,"景觀 美景 山景",https://www.facebook.com/xiakelo.camparea/
新竹五峰_風雅月筑休閒渡假民宿,"風雅月筑休閒渡假民宿 (達雁農莊)",新竹縣五峰鄉大隘村14鄰278-15號,"N24.628500,E121.082472",北區,觀賞美景,櫻花,http://tayal.hoto.com.tw/
新竹五峰_馬瀨營地,馬瀨營地,新竹縣五峰鄉花園村天湖196-3號,"N24.652997,E121.158280",北區,親子同樂,"溜滑梯 溪流",https://www.facebook.com/malaicamping/
新竹五峰_馬雅竹軒,馬雅竹軒,"新竹縣五峰鄉桃山村305-3號 (白蘭部落)","N24.584833,E121.090111",北區,吃喝玩樂,"步道 蝦 遊客 古道",http://035856107.emmm.tw/
新竹五峰_鹿林道營地,鹿林道營地,新竹縣五峰鄉桃山村,"N24.560616,E121.102105",北區,吃喝玩樂,"水池 螢火蟲 老街 低海拔 蝦 櫻花 大景",https://www.facebook.com/lulin88/
新竹北埔_星月北埔露營區,星月北埔露營區,新竹縣北埔鄉大林街62號,"N24.688056,E121.054694",北區,親子同樂,"吹風機 雨棚 溜滑梯 沙坑 玩具 老街 街上 近市區 釣魚",https://www.facebook.com/campinginbeipu/
新竹北埔_星月天空露營地,星月天空露營地,新竹縣北埔鄉大湖村,"N24.678190,E121.073761",北區,觀賞美景,"沙坑 老街 補給 遊客 景觀 美景",https://www.facebook.com/starmoonskycamp/
新竹北埔_永茂森林山莊,永茂森林山莊,新竹縣北埔鄉庚寮坪3-1號,"N24.636139,E121.060306",北區,親子同樂,"吹風機 水池 小溪 步道 玩具 螢火蟲 桐花",http://www.ymvilla.com.tw/
新竹北埔_金名柏屋休閒農莊,金名柏屋休閒農莊,"新竹縣北埔鄉小南坑路 (經北埔郵局續行 3km)","N24.676944,E121.049639",北區,吃喝玩樂,"水池 老街 櫻花 桐花 溪流",http://golden-house.okgo.tw/
新竹寶山_新城風糖休閒園區,新城風糖休閒園區,新竹縣寶山鄉寶新路二段251巷25號,"N24.741944,E120.977111",北區,親子同樂,步道,https://www.facebook.com/windsugar
"新竹尖石_116 那羅彎露營休閒園地","116 那羅彎露營休閒園地","新竹縣尖石鄉錦屏村10鄰那羅116-1號 (錦屏國小後方)","N24.681131,E121.246959",北區,親子同樂,"水池 玩具",https://www.facebook.com/116relax/
"新竹尖石_6 號花園","6 號花園 (六號花園) (花現營地)","新竹縣尖石鄉新樂村 (拉號部落)","N24.718972,E121.252583",北區,親子同樂,步道,http://garden6th.pixnet.net/blog
"新竹尖石_668 露營區","668 露營區",新竹縣尖石鄉新樂村4鄰水田139號,"N24.749861,E121.267070",北區,親子同樂,雨棚,https://www.facebook.com/668camping/
"新竹尖石_Payan 露營區","Payan 露營區 (ㄅㄚ一ㄢˋ 露營區)","新竹縣尖石鄉新樂村 (拉號部落)","N24.719193,E121.248280",北區,親子同樂,"吹風機 水池 沙坑",https://www.facebook.com/payancamping/
新竹尖石_優美地民宿,優美地民宿,新竹縣尖石鄉秀巒村9鄰鎮西堡9-1號,"N24.574607,E121.304497",北區,觀賞美景,"步道 老街 遊客 櫻花 雲海 景觀",https://www.facebook.com/yubayyaway
新竹尖石_八五山甜柿森林,"八五山甜柿森林 (八五山老劉的果園)",新竹縣尖石鄉新樂村8鄰40號,"N24.712833,E121.280056",北區,觀賞美景,"櫻花 景觀",https://www.facebook.com/kakiforest/
新竹尖石_八五森林露營地,八五森林露營地,新竹縣尖石鄉新樂村煤源36-6號,"N24.717738,E121.280554",北區,觀賞美景,"雨棚 水池 小溪 沙坑 步道 螢火蟲 高海拔 景觀 美景 山景 海景",http://85froestcampground.business.site/
新竹尖石_勞恩布妮的家,"勞恩布妮的家 (巧居營地)","新竹縣尖石鄉秀巒村4鄰16-1號 (秀巒國小附近)","N24.618444,E121.285028",北區,觀賞美景,"小溪 補給 遊客 楓葉 雲海 美景",https://www.facebook.com/laoenbuni/
新竹尖石_北得拉曼休閒營地,北得拉曼休閒營地,"新竹縣尖石鄉新樂村 (水田部落)","N24.736444,E121.272417",北區,觀賞美景,"櫻花 溪流 景觀",https://www.facebook.com/bdlmcamping/
新竹尖石_半山腰休閒農園,半山腰休閒農園,"新竹縣尖石鄉新樂村2鄰往甕碧潭農路 (水田部落)","N24.739889,E121.261778",北區,親子同樂,"雨棚 溜滑梯 水池 步道 釣魚 櫻花 溪流 大景 山景",https://www.facebook.com/lkjhgfdsa0422
新竹尖石_南天筑露營區,南天筑露營區,"新竹縣尖石鄉義興村9鄰108-5號 (馬胎部落)","N24.681917,E121.182111",北區,親子同樂,"吹風機 雨棚 沙坑",https://www.facebook.com/Common.Nandina1085
新竹尖石_台亞夫休閒露營區,台亞夫休閒露營區,新竹縣尖石鄉玉峰村13鄰下台耀25號,"N24.663103,E121.341767",北區,親子同樂,"吹風機 螢火蟲 蝦 溪流 景觀",https://www.facebook.com/TaiYafu/
新竹尖石_司馬庫斯舊部落營地,司馬庫斯舊部落營地,"新竹縣尖石鄉玉峰村司馬庫斯部落 (舊部落區)","N24.580306,E121.346415",北區,觀賞美景,"小溪 步道 補給 櫻花 景觀",https://www.facebook.com/camp.smangus/
新竹尖石_喜嵐田園露營區,喜嵐田園露營區,"新竹縣尖石鄉錦屏村12鄰205號 (那羅灣休閒農場內)","N24.677806,E121.245972",北區,吃喝玩樂,"雨棚 蝦",https://www.facebook.com/slaqsilan/
新竹尖石_喜樂露營區,喜樂露營區,"新竹縣尖石鄉義興村7鄰馬胎22-9號 (馬胎部落)","N24.679865,E121.160127",北區,親子同樂,"雨棚 水池 沙坑 步道 老街 街上 蝦 溪流 山景",https://www.facebook.com/happy.camping2331
新竹尖石_團圓營地,團圓營地,"新竹縣尖石鄉新樂村11鄰煤源160-2號 (拉號部落)","N24.722157,E121.254535",北區,親子同樂,螢火蟲,https://www.facebook.com/tycamp.com.tw/
新竹尖石_大紫蛺蝶的家,大紫蛺蝶的家,新竹縣尖石鄉錦屏後山產業道路,"N24.670532,E121.274307",北區,親子同樂,"雨棚 溜滑梯 沙坑 步道 昆蟲 老街 櫻花 景觀",https://www.facebook.com/sasakia011/
新竹尖石_天湖農園,"天湖農園 (梅花天湖農園)",新竹縣尖石鄉梅花村8鄰227號,"N24.660389,E121.176056",北區,觀賞美景,"雨棚 步道 蝦 雲海 景觀",https://www.facebook.com/skylakeplantation/
新竹尖石_如果露營區,如果露營區,新竹縣尖石鄉嘉樂村7鄰嘉樂61號,"N24.731797,E121.216607",北區,觀賞美景,"吹風機 雨棚 步道 玩具 螢火蟲 老街 櫻花 雲海 景觀 山景",https://www.facebook.com/IfCampArea/
新竹尖石_嫻嫻＆棠棠露營區,嫻嫻＆棠棠露營區,新竹縣尖石鄉嘉樂村7鄰,"N24.730914,E121.220554",北區,親子同樂,"吹風機 雨棚 水池 沙坑 玩具",https://www.facebook.com/tung0830
新竹尖石_寶石蘭露營區,寶石蘭露營區,新竹縣尖石鄉嘉樂村7鄰嘉樂66號,"N24.732889,E121.219185",北區,吃喝玩樂,"水池 沙坑 老街 補給 蝦 景觀 美景 山景",https://www.facebook.com/Jewel.orchids.tw/
新竹尖石_小熊森林露營區,小熊森林露營區,"新竹縣尖石鄉新樂村煤源160-9號 (拉號部落)","N24.721428,E121.247855",北區,親子同樂,"雨棚 步道",https://www.facebook.com/bearforest2017/
新竹尖石_尖石之星一館,尖石之星一館,"新竹縣尖石鄉義興村9鄰 (馬胎部落)","N24.678778,E121.173333",北區,觀賞美景,"雨棚 水池 老街 雲海 美景 大景 銀河 山景",https://www.facebook.com/piehching/
新竹尖石_尖石之星二館,"尖石之星二館 (新比度露營區 C 區)","新竹縣尖石鄉義興村9鄰 (馬胎部落)","N24.681917,E121.186861",北區,親子同樂,"雨棚 昆蟲 美景",https://www.facebook.com/piehching/
新竹尖石_尖石之美露營區,尖石之美露營區,"新竹縣尖石鄉新樂村煤源8鄰1-1號 (鐵嶺橋旁)","N24.724750,E121.262083",北區,親子同樂,"吹風機 水池",https://www.facebook.com/jianshimei/
新竹尖石_彩虹山嶺,彩虹山嶺,新竹縣尖石鄉義興村9鄰93-1號,"N24.679495,E121.184579",北區,觀賞美景,"步道 老街 櫻花 雲海 景觀 美景",http://smriti.pixnet.net/blog
新竹尖石_快樂森活露營區,快樂森活露營區,新竹縣尖石鄉新樂村6鄰水田170號,"N24.735676,E121.263868",北區,親子同樂,"雨棚 小溪 步道 螢火蟲 補給 蝦 遊客 溪流",https://www.facebook.com/happylife.camp.chiu
新竹尖石_恩典露營區,"恩典露營區 (恩典園露營區)","新竹縣尖石鄉義興村7鄰21號 (馬胎部落)","N24.682500,E121.165000",北區,吃喝玩樂,"小溪 老街 釣魚 蝦 大景",https://www.facebook.com/wan.graceland
新竹尖石_慕懷樹農莊,慕懷樹農莊,"新竹縣尖石鄉錦屏村1鄰26號 (比麟部落)","N24.693611,E121.227611",北區,親子同樂,雨棚,http://cobo.myweb.hinet.net/
新竹尖石_懷蓿田園,懷蓿田園,新竹縣尖石鄉新樂村水田4鄰119號,"N24.742528,E121.261501",北區,親子同樂,"水池 美景",https://www.facebook.com/aa77881tw64
新竹尖石_新福露營區,新福露營區,新竹縣尖石鄉新樂村3鄰水田112-3號,"N24.744926,E121.259480",北區,吃喝玩樂,"蝦 櫻花",https://www.facebook.com/hsinfuchu/
新竹尖石_晨堡露營區,晨堡露營區,"新竹縣尖石鄉錦屏村那羅209號 (那羅部落)","N24.678117,E121.247740",北區,親子同樂,"飲水機 溜滑梯 游泳池 泳池 步道 螢火蟲 老街",https://www.facebook.com/chenbao.com.tw/
新竹尖石_景色天地露營區,景色天地露營區,"新竹縣尖石鄉義興村7鄰馬胎21-7號 (馬胎部落)","N24.675546,E121.154458",北區,觀賞美景,"步道 高海拔 美景",https://www.facebook.com/LINEID0965397206
新竹尖石_晴空森林,晴空森林,新竹縣尖石鄉錦屏村煤源產業道路,"N24.685833,E121.259444",北區,觀賞美景,"步道 螢火蟲 雲海 高海拔 景觀 銀河 山景",http://annk0103.wixsite.com/skyforest
新竹尖石_梅淮露營區,梅淮露營區,新竹縣尖石鄉梅花村1鄰7號,"N24.682917,E121.214111",北區,吃喝玩樂,"雨棚 步道 蝦 溪流",https://www.facebook.com/A0970887187/
新竹尖石_梅花梯田露營區,梅花梯田露營區,新竹縣尖石鄉梅花村3鄰梅花79-3號,"N24.683972,E121.200861",北區,觀賞美景,"吹風機 水池 步道 螢火蟲 雲海 高海拔 景觀 銀河",http://www.ujt.com.tw/pc.htm
新竹尖石_樂奔露營區,樂奔露營區,"新竹縣尖石鄉新樂村6鄰水田150-5號 (水田部落)","N24.732000,E121.273667",北區,觀賞美景,"步道 螢火蟲 雲海 高海拔 景觀 美景 大景 銀河",https://www.facebook.com/atayalcamping/
新竹尖石_櫻花谷露營區,櫻花谷露營區,新竹縣尖石鄉新樂村4鄰水田36-1號,"N24.746500,E121.263611",北區,親子同樂,"雨棚 螢火蟲 老街 櫻花 桐花",https://www.facebook.com/sakuravalley/
新竹尖石_歐莎露營區,歐莎露營區,"新竹縣尖石鄉錦屏村2鄰 (比麟部落)","N24.695830,E121.230041",北區,親子同樂,"水池 沙坑 老街 蝦 高海拔",https://www.facebook.com/osacamping/
新竹尖石_比盧民宿日出露營區,"比盧民宿日出露營區 (鎮西堡日出露營地)","新竹縣尖石鄉秀巒村鎮西堡 (基那吉山步道口附近)","N24.571137,E121.298185",北區,觀賞美景,"步道 蝦 遊客 櫻花 雲海 景觀 美景 海景",http://0937156964.tw.tranews.com/
新竹尖石_水田營地,"水田營地 (拉庫山營地)","新竹縣尖石鄉新樂村7鄰水田190號 (水田教會附近)","N24.734278,E121.259722",北區,親子同樂,步道,http://www.stcamping.com/
新竹尖石_水茗漾民宿咖啡庭園,水茗漾民宿咖啡庭園,新竹縣尖石鄉義興村4鄰北角38號,"N24.697139,E121.195389",北區,親子同樂,"水池 老街",http://www.smy.com.tw/
新竹尖石_油羅溪森林花園,油羅溪森林花園,新竹縣尖石鄉新樂村2鄰水田57號,"N24.735028,E121.254556",北區,觀賞美景,"櫻花 桐花",https://www.facebook.com/YLC.forest/
新竹尖石_浦楓露營區,"浦楓露營區 (天然浦楓景露營區)","新竹縣尖石鄉田埔1鄰 (田埔部落)","N24.642144,E121.277597",北區,觀賞美景,"步道 楓葉",https://www.facebook.com/a79k74/
